point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
80,0.0003591,7.05E-05,0.002142,5.34E-05,0.0002913,0.0001758,154.677,154.677,154.677,154.677,154.677,154.677
81,0.0003501,6.52E-05,0.0021417,0.0001011,0.0003169,0.00021,251.387,245.979,245.979,245.979,245.979,245.979
82,0.0005898,0.0003425,0.0020823,0.0006655,0.0008321,0.0008098,1175.586,1175.586,1175.586,1175.586,1175.586,1175.586
83,0.0006511,0.0004472,0.002113,0.0006101,0.0012163,0.0012699,800.27,800.27,800.27,800.27,800.27,800.27
84,0.0005586,0.0002754,0.002215,0.0002735,0.0006819,0.0006375,658.534,616.204,616.204,616.204,616.204,616.204
85,0.0004057,0.0001541,0.0021632,0.0002508,0.0004927,0.0004096,426.967,426.967,426.967,426.967,426.967,426.967
86,0.0008048,0.0005665,0.0020847,0.0007462,0.000925,0.0009009,877.195,877.195,877.195,877.195,877.195,877.195
87,0.000823,0.0005758,0.0020415,0.0006975,0.0009076,0.0008755,830.915,830.915,830.915,830.915,830.915,830.915
88,0.0008147,0.000632,0.0021871,0.0008343,0.002431,0.0026684,1160.566,1222.144,1222.144,1222.144,1222.144,1222.144
89,0.0007065,0.0004694,0.0021242,0.0005904,0.0013121,0.0013432,805.074,822.036,822.036,822.036,822.036,822.036
90,0.0007862,0.0005262,0.0021289,0.000726,0.0015511,0.0016549,987.82,976.956,976.956,976.956,976.956,976.956
91,0.0005339,0.0002674,0.0020875,0.0001212,0.0006192,0.0005555,1195.107,1195.107,1195.107,1195.107,1195.107,1195.107
92,0.0004609,0.0001499,0.0021568,0.0002638,0.0005479,0.0004636,426.165,426.165,426.165,426.165,426.165,426.165
93,0.0006214,0.0003706,0.002192,0.000332,0.0012178,0.0012668,792.456,781.227,781.227,781.227,781.227,781.227
94,0.0003618,7.12E-05,0.0021333,7.85E-05,0.0003579,0.0002311,208.015,208.015,208.015,208.015,208.015,208.015
95,0.0004946,0.0001773,0.002105,0.0004138,0.000689,0.0006418,789.56,696.266,696.266,696.266,696.266,696.266
96,0.0007209,0.0004492,0.002136,0.0007524,0.0011157,0.0011294,796.332,796.332,796.332,796.332,796.332,796.332
97,0.00093,0.0007075,0.002119,0.0006262,0.0024169,0.0026505,1159.965,1159.965,1159.965,1159.965,1159.965,1159.965
98,0.0004589,0.0001865,0.00219,0.0002557,0.0006201,0.0005581,417.269,419.061,419.061,419.061,419.061,419.061
99,0.0005055,0.0002243,0.0021736,0.0002426,0.0004935,0.0004049,507.552,507.552,507.552,507.552,507.552,507.552
,0.000543574,0.000300746,0.001944803,0.000397548,0.000738106,0.000701492,,,,,,
