point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
47,0.0003342,0.0001063,0.0017465,0.0001313,0.000417,0.0003648,1054.186,1054.186,1054.186,1054.186,1054.186,1054.186
48,0.0003173,9.11E-05,0.0017617,0.0001231,0.0002777,0.0001889,443.858,443.858,443.858,443.858,443.858,443.858
49,0.0003824,0.0001617,0.0017499,0.0002322,0.00038,0.0003094,1437.044,1384.831,1384.831,1384.831,1384.831,1384.831
50,0.0003408,0.0001052,0.0016995,0.0001612,0.0002342,0.0001373,857.222,857.222,857.222,857.222,857.222,857.222
51,0.0003835,0.0001468,0.0018575,0.000122,0.0003069,0.0002243,607.151,607.151,607.151,607.151,607.151,607.151
52,0.0002908,5.45E-05,0.0017103,5.71E-05,0.0001994,0.0001008,323.896,322.671,322.671,322.671,322.671,322.671
53,0.0003093,8.60E-05,0.0017331,0.0001077,0.0002635,0.0001737,493.191,493.191,493.191,493.191,493.191,493.191
54,0.0002609,2.27E-05,0.0017201,2.33E-05,0.0001636,5.82E-05,172.257,167.8,167.8,167.8,167.8,167.8
55,0.0003709,0.0001479,0.001737,0.0002361,0.0004179,0.0003576,701.31,701.31,701.31,701.31,701.31,701.31
56,0.0003069,7.72E-05,0.001694,7.34E-05,0.0002284,0.0001312,291.503,291.503,291.503,291.503,291.503,291.503
57,0.0004201,0.0004021,0.0024239,0.0001748,0.0003869,0.0003202,1190.665,1190.665,1190.665,1190.665,1190.665,1190.665
58,0.0004436,0.0002122,0.0017686,0.0002276,0.0004815,0.0004304,805.082,805.266,805.266,805.266,805.266,805.266
59,0.0004544,0.0002389,0.0017261,0.0002453,0.0006036,0.0005874,1187.985,1187.985,1187.985,1187.985,1187.985,1187.985
60,0.0003761,0.0001512,0.0017507,0.0002586,0.0004376,0.0004279,1473.69,1473.69,1473.69,1473.69,1473.69,1473.69
61,0.0003745,6.49E-05,0.002082,9.89E-05,0.0002897,0.000193,1424.801,1424.801,1424.801,1424.801,1424.801,1424.801
62,0.0002854,6.73E-05,0.0017356,5.87E-05,0.0002565,0.0001626,314.748,314.748,314.748,314.748,314.748,314.748
63,0.0005237,0.000298,0.0017237,0.0004007,0.0006636,0.0006533,1243.621,1243.621,1243.621,1243.621,1243.621,1243.621
64,0.0005155,0.0003166,0.0017306,0.0003788,0.000765,0.0007661,1110.613,1105.173,1105.173,1105.173,1105.173,1105.173
65,0.0004481,0.0002409,0.0023071,0.0003701,0.0006297,0.0006587,1147.672,1068.539,1068.539,1068.539,1068.539,1068.539
66,0.0004019,0.0001909,0.0017737,0.0002522,0.0003873,0.0002453,1428.257,1428.257,1428.257,1428.257,1428.257,1428.257
67,0.0004337,0.0001777,0.001754,0.0001294,0.0002592,0.0001686,1138.154,1138.154,1138.154,1138.154,1138.154,1138.154
68,0.0004576,0.0001592,0.0017402,0.0001447,0.0002724,0.0001517,697.89,567.222,567.222,567.222,567.222,567.222
69,0.0002573,1.39E-05,0.0017956,1.13E-05,0.0001651,5.56E-05,282.496,282.496,282.496,282.496,282.496,282.496
70,0.0004623,0.0002495,0.0017218,0.0003353,0.0004942,0.0004424,995.405,995.405,995.405,995.405,995.405,995.405
71,0.0002772,3.95E-05,0.001751,2.09E-05,0.000199,0.0001003,931.668,931.668,931.668,931.668,931.668,931.668
72,0.0002976,6.93E-05,0.0017818,0.0001252,0.0002658,0.0001585,424.153,424.153,424.153,424.153,424.153,424.153
73,0.0002591,1.77E-05,0.0017372,1.74E-05,0.0001498,3.18E-05,200.823,200.823,200.823,200.823,200.823,200.823
74,0.0003368,0.0001154,0.0017332,9.03E-05,0.000229,0.0001315,433.848,401.62,401.62,401.62,401.62,401.62
75,0.0004053,0.0001889,0.0017832,0.000363,0.0004067,0.0003432,1217.806,1217.806,1217.806,1217.806,1217.806,1217.806
76,0.0002889,3.60E-05,0.0023609,4.74E-05,0.0002084,8.79E-05,286.274,158.283,158.283,158.283,158.283,158.283
77,0.0003835,0.0001473,0.0019368,0.0001438,0.0003539,0.0002758,937.751,931.985,931.985,931.985,931.985,931.985
78,0.0003094,4.88E-05,0.0019257,6.39E-05,0.0002038,8.72E-05,943.072,943.072,943.072,943.072,943.072,943.072
79,0.0002974,5.41E-05,0.0018246,2.71E-05,0.0002035,0.0001009,880.071,880.071,880.071,880.071,880.071,880.071
80,0.000424,0.0001977,0.0018582,0.0001537,0.0003889,0.0003381,689.913,689.456,689.456,689.456,689.456,689.456
81,0.0004693,0.0002833,0.0017599,0.0003138,0.0003478,0.00027,877.181,877.181,877.181,877.181,877.181,877.181
82,0.0002883,5.67E-05,0.0017368,6.76E-05,0.0002573,0.0001632,512.86,512.86,512.86,512.86,512.86,512.86
83,0.0003783,0.0001883,0.0017558,0.0001955,0.0004009,0.0003392,670.968,670.968,670.968,670.968,670.968,670.968
84,0.0002678,1.33E-05,0.0017286,8.30E-06,0.0001514,3.08E-05,121.044,121.044,121.044,121.044,121.044,121.044
