point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
74,0.027226,0.0218653,0.0558295,0.0289006,0.0169925,0.0102208,6583.254,6589.737,6589.737,6589.737,6589.737,6589.737
75,0.0441576,0.0348603,0.0383277,0.0357185,0.0411641,0.0519726,14288.427,14021.697,14021.697,14021.697,14021.697,14021.697
76,0.0236194,0.0228675,0.1699594,0.0472748,0.0514833,0.0512092,9907.259,9944.2,9944.2,9944.2,9944.2,9944.2
77,0.0437187,0.0413657,0.0577291,0.0530052,0.0707393,0.047874,12287.947,12209.523,12209.523,12209.523,12209.523,12209.523
78,0.0271977,0.0279116,0.0574006,0.0301978,0.0236367,0.0217488,9397.234,9178.75,9178.75,9178.75,9178.75,9178.75
79,0.0274613,0.0254033,0.0432785,0.1473329,0.035434,0.0362258,11353.704,11293.873,11293.873,11293.873,11293.873,11293.873
80,0.0137595,0.0149288,0.049585,0.0317827,0.023119,0.0200534,5899.666,5911.073,5911.073,5911.073,5911.073,5911.073
81,0.0374326,0.0228697,0.03894,0.0379655,0.0637731,0.0504023,12404.197,12358.051,12358.051,12358.051,12358.051,12358.051
82,0.0279561,0.0315082,0.0579347,0.0547021,0.1643144,0.0491277,9267.408,8915.18,8915.18,8915.18,8915.18,8915.18
83,0.0304878,0.0218684,0.0489559,0.0472918,0.0166995,0.0167046,9281.827,9082.995,9082.995,9082.995,9082.995,9082.995
84,0.0346226,0.026592,0.0547397,0.0416845,0.0520501,0.0763461,11532.952,11077.055,11077.055,11077.055,11077.055,11077.055
85,0.1489113,0.0199811,0.0590842,0.0386606,0.0315224,0.0336407,8651.929,8545.484,8545.484,8545.484,8545.484,8545.484
86,0.0190669,0.0087984,0.0421846,0.0309564,0.0195113,0.0295398,6587.311,6947.62,6947.62,6947.62,6947.62,6947.62
87,0.0197716,0.0165071,0.037987,0.0283131,0.0281847,0.0267068,8758.382,8899.306,8899.306,8899.306,8899.306,8899.306
88,0.028766,0.0340306,0.0553248,0.1751344,0.0675889,0.0437471,10498.543,10011.748,10011.748,10011.748,10011.748,10011.748
89,0.0238644,0.0311436,0.0558719,0.0466518,0.0430409,0.0430551,10111.447,10066.953,10066.953,10066.953,10066.953,10066.953
90,0.03488,0.0313384,0.0558662,0.0466623,0.0439251,0.0284858,10109.315,10262.526,10262.526,10262.526,10262.526,10262.526
91,0.0202607,0.0266874,0.0558051,0.1586041,0.0544719,0.0565911,11210.37,11408.315,11408.315,11408.315,11408.315,11408.315
92,0.0283284,0.0229802,0.0551757,0.0445452,0.0417192,0.0270328,7504.532,7561.414,7561.414,7561.414,7561.414,7561.414
93,0.0303798,0.0240721,0.0426487,0.0585971,0.0967676,0.0868667,12121.048,12164.761,12164.761,12164.761,12164.761,12164.761
94,0.0184035,0.0107101,0.0534399,0.0424156,0.1442982,0.0269875,8884.19,9398.216,9415.565,9398.216,9415.565,9415.565
95,0.0189676,0.0126209,0.0393919,0.0300886,0.0220364,0.0322914,8256.575,8254.613,8254.613,8254.613,8254.613,8254.613
96,0.0263058,0.0187578,0.0504729,0.0170741,0.0177659,0.0173468,9556.891,9366.217,9366.217,9366.217,9366.217,9366.217
,0.037315474,0.019641375,0.046685552,0.033635673,0.035188555,0.029063102,,,,,,
