point_index,bidirectional_dijkstra_time,nx_bidirectional_dijkstra_time,dijkstras_time,nx_dijkstra_time,A_star_time,nx_A_star_time,bidirectional_dijkstra_cost,nx_bidirectional_dijkstra_cost,dijkstras_cost,nx_dijkstra_cost,A_star_cost,nx_A_star_cost
89,0.0194654,0.0167661,0.0441097,0.0368186,0.0441057,0.0293387,11215.563,11059.295,11228.349,11059.295,11228.349,11228.349
90,0.026501,0.0286419,0.043774,0.0242912,0.0168806,0.0167161,9974.669,9898.203,9898.203,9898.203,9898.203,9898.203
91,0.0244536,0.020361,0.0411918,0.0375475,0.1795007,0.065852,11120.847,11092.357,11092.357,11092.357,11092.357,11092.357
92,0.0163393,0.0105832,0.0604429,0.0200799,0.0150644,0.0095062,5970.811,5886.087,5886.087,5886.087,5886.087,5886.087
93,0.0236909,0.0285587,0.0484278,0.0472588,0.0428978,0.0442203,12803.556,12929.893,12929.893,12929.893,12929.893,12929.893
94,0.052094,0.0489129,0.0436427,0.0433593,0.0576664,0.0635312,11368.589,11201.853,11201.853,11201.853,11201.853,11201.853
95,0.1230923,0.0223719,0.0427158,0.0273532,0.014216,0.0134453,7241.515,7230.922,7230.922,7230.922,7230.922,7230.922
96,0.0264324,0.0220071,0.0473857,0.028057,0.0212876,0.0218722,6326.042,6161.739,6161.739,6161.739,6161.739,6161.739
97,0.0378019,0.0430551,0.0415811,0.0437826,0.0618352,0.0392486,10625.388,10626.308,10626.308,10626.308,10626.308,10626.308
98,0.1295912,0.0236548,0.0535176,0.0288327,0.0182873,0.0156578,7323.495,7103.869,7167.882,7103.869,7167.882,7169.638
99,0.0231556,0.0204118,0.0489914,0.0273401,0.0273188,0.0226526,7633.153,7664.347,7664.347,7664.347,7664.347,7664.347
,0.036194151,0.025619106,0.050014933,0.037412314,0.035876156,0.035283492,,,,,,
